State,City,Place,Distance,Place_desc,Distance_km
maharashtra,nashik,sita gufa, 1 km  from city center ,"nearby to panchvati is the sita gufa, said to be the spot from where sita was kidnapped by ravana. a narrow staircase takes on into the caves, where they find idols of lord ram, sita and lakshmana as well as a shivlinga, said to be the one, sita worshipped.",1.0
maharashtra,nashik,anjaneri hills, 24 km  from city center ,"believed to be the birthplace of lord hanuman, anjaneri derives its name from hanuman's mother anjani. perched in the picturesque mountain range of nashik-trimbakeshwar, anjaneri fort is at a distance of ~20 km from nashik.",24.0
maharashtra,nashik,kapileshwara temple, 1 km  from city center ,"one of the oldest instances of this pilgrim city, this is a shiva temple surrounded by a hint of mystery due to the absence of a statue of nandi bull, usually found in all shiva temples. close to the kalaram temple, this is one of the most frequented temples in the city.",1.0
maharashtra,nashik,jain temple, 10 km  from city center ,a recent addition to the religious sphere in nasik is a sprawling and elaborate structure called the jain temple. the structure consist of three storeys and is built mainly in white marble and pink sand. find here the 12 ton heavy deity of the 24th of thirthankara of the jains.,10.0
maharashtra,nashik,city shopping, 2 km  from city center ,"while in nasik, one can shop for silver ornaments and silver ware. head to the main bazaar or the saraf bazar for the same.",2.0
maharashtra,nashik,gangapur dam, 13 km  from city center ,"gangapur dam is an earthfill dam on river godavari, and the longest earthen reservoir of asia. people come here to spend a peaceful afternoon on the garden by the river, enjoying the blissful, picturesque scenery of the river, straight out of a dream. migratory birds can be spotted in the evening, and there is a new boating facility to attract more tourists.",13.0
maharashtra,nashik,dugarwadi waterfalls, 34 km  from city center ,"situated at 177 kms from mumbai in nasik, dugarwadi waterfalls is a beautiful cascade of silvery water amidst verdant greenery, enveloped in  mountains. the waterfalls are synonymous with natural beauty, calm and tranquility.",34.0
maharashtra,nashik,kalaram temple, 1 km  from city center ,"one of the most significant religious centers of the city, this one derives its name from the black statue of lord rama. also find inside the temple a black statue of lord hanuman and statues of sita and lakshman.",1.0
maharashtra,nashik,deolali camp, 14 km  from city center ,"a peaceful place away from the daily rush, deolali (also spelt devlali), is a perfect destination to revitalize yourself with clean air and spend some lone time in this well kept cantonment area.",14.0
maharashtra,nashik,mulher trek, 91 km  from city center ,"mulher, also known as mayurgad, is a hill fort in maharashtra. one of the many forts in nasik, it is at an elevation of 4200 feet from the ground.",91.0
maharashtra,nashik,ahivantgad, 214 km  from city center ,ahivantgad is a fort in the nasik district of maharashtra. ahivantgad and achala are twin forts. the top of the fort resembles more a wide plateau than the peak of a hill.,214.0
maharashtra,nashik,salher trek, 82 km  from city center ,"the highest fort in the sahyadri, salher is a lesser known but extremely gorgeous trekking destination that should be a must on your bucket list.",82.0
maharashtra,nashik,dhodap trek, 50 km  from city center ,"dhodap is a hill fort in maharashtra. one  of the many forts in the district of nasik, the fort is situated at an elevation of about 4700 feet from the ground. there is a temple of jagdamba in the fort, along with an idol of hanuman at the op of one of the tanks.",50.0
maharashtra,nashik,muktidham temple, 7 km  from city center ,"muktidham temple in nashik is abode to numerous hindu gods and is made from authentic rajasthani marble. it houses replicas of all the 12 jyotirlingams, sanctified by their original shrines. there is also a krishna temple, which depicts his life and eighteen chapters of geeta on the walls. laxmi, hanuman,durga and ganesh temples are present as well.",7.0
maharashtra,nashik,kumbh mela, 1 km  from city center ,"the mass hindu pilgrimage of kumbh mela involves gathering on a massive number of hinduism followers to bathe in a sacred river. there are four such fairs widely recognised as the kumbh melas, namely- the haridwar kumbh mela, the allahabad kumbh mela, the nasik-trimbakeshwar simhastha and ujjain simhastha. the festivities are held on the banks of rivers, namely- ganga, sangam, godavari and shipra.",1.0
maharashtra,nashik,someshwar temple, 7 km  from city center ,"located in the suburbs on the banks of river godavari, someshwar temple is one of the oldest shiva temples in nashik. the soothing greenery around gives the temple a beautiful ambience. there is an attached boating club by the river and a children's park for recreation. while visiting the temple, devotees can pay respect to lord hanuman as well.",7.0
maharashtra,nashik,navashya ganapati temple, 5 km  from city center ,"navashya ganapati temple is at least a 300 year old shrine on the banks of godavari dedicated to lord ganesh. it was established by the peshwas in the 1770s, and is till date known for making thousands of followers happy. the name comes from the word ¥navas' which means prayers, and here all prayers of devotees are granted by the lord.",5.0
maharashtra,nashik,ram kund, 1 km  from city center ,"ram kund is the sacred tank of nashik where believers gather to immerse the remains of the dead souls for their salvation, just like lord rama himself did for his father. he also took a bath here during exile. hindus believe a dip in this tank will wash away their sins, and thus flock here in crowds, especially during the kumbh mela.",1.0
maharashtra,nashik,artillery museum, 6 km  from city center ,"artillery centre museum premise used to be a military centre for british-indian forces during world war ii, but now part of it is a museum and the other part is a training ground for indian soldiers. the museum houses a whole range of weapons and aircrafts used by the indian army over the decades, and offers a glimpse into the country's proud military past.",6.0
maharashtra,nashik,balaji devsthan, 8 km  from city center ,"balaji devsthan in nashik houses a replica of the idol deity of tirupati, and is a haven for those who cannot make the trip to the original shrine. moreover, river godavari and the adjacent waterfall offer a spectacular ambience for peace and spirituality. regular religious festivals are organised here, and the lakshadeep utsav on the day of kojagari pournima is very special.",8.0
maharashtra,nashik,swami samarth ashram, 4 km  from city center ,"swami samarth ashram is a place of spirituality, close to the trimbakeshwar temple in nashik. the ashram is dedicated to the 19th century saint swami samarth, who lived in maharashtra and effected the lives of the people with his wisdom and preachings. the temple still upholds the old traditions and rituals catering to his followers. the ashram also offers a spectacular view of the sahyadri range.",4.0
maharashtra,nashik,sundarnarayan temple, 1 km  from city center ,"sundarnarayan temple near the ahilyabai holkar bridge in nashik is a shrine of lord vishnu. the legend goes that being cursed by the enraged wife of a sage, vishnu turned charcoal black and regained his beautiful form of sundarnarayanan bathing in the waters of godavari here. the temple attracts a large crowd on the day of spring equinox, when the sun's rays fall directly on the idols of vishnu, lakshmi and saraswati.",1.0
maharashtra,nashik,vihigaon waterfall, 46 km  from city center ,vihigaon waterfall is a perfectly refreshing weekend getaway from igatpuri. the waterfall is known for its captivating natural beauty and the 120 feet fall where the visitors can engage in rappelling for about 30 minutes. the hike stretch to the falls through the woods is also quite fascinating.,46.0
maharashtra,nashik,coin museum, 19 km  from city center ,"the coin museum in nashik is a part of the indian institute of research in numismatic studies since 1980, and houses an extensive collection of coins in different materials and of different ages. the museum perfectly depicts the evolution of currency system in india, since the historic ages till today, through its collections and dioramas.",19.0
maharashtra,nashik,sai baba temple, 3 km  from city center ,"there are many temples scattered across the country of sai baba. the temple in nashik is one such shrine similar to the shirdi's. it marvels in cleanliness and maintaining the same sort of discipline that we associate with sai temples. devotees of sai baba, those who cannot make it to the original shrine, flock here to pay tributes to their god.",3.0
maharashtra,nashik,shubham water world, 20 km  from city center ,"shubham water world is situated in anjeneri hills in nashik. the park is dotted with swings and slides and roller coasters, and is popular among both the kids and adults. the park also has an amusement park, play area and food options.",20.0
maharashtra,nashik,"fun world, nasik", 7 km  from city center ,"fun world water park is situated in nasik in maharashtra and is one of the relatively unknown parks. the park has thrilling rides like the columbus and water rides like double tube slides, aqua dancing etc.",7.0
maharashtra,nashik,shagun resort & water park, 38 km  from city center ,"situated on the mumbai- nasik highway, shagun resort & water park is frequented by visitors all throughout the week. the resort also have stay options and good buffet food options.",38.0
maharashtra,nashik,dabhosa waterfall, 61 km  from city center ,"dabhosa waterfall is situated near nasik in thane, maharashtra. formed over lendi river, the falls fall down a height of around 300 metres. the spot also facilitates adventure activities like kayaking, valley crossing, zip line, fishing and trekking.",61.0
maharashtra,nashik,sula fest, 36 out of 38  places to visit in Nashik ,"with music performances going on till late in the night, the gourmet world music festival, famously known as sula fest is a music lover's paradise. hosted at the sula vineyards, sula fest is one of the largest music fests in india. the fest includes some of the top artists performing and a lot of wine. in its next edition which will be held on 2nd - 3rd february 2019 has got performances from kefaya, rodney branigan, young the giant and nucleya all lined up for you. so hurry up and buy your tickets as it tends to get sold out very quickly. for the ultimate fest experience, make sure to stay in one of the tent accommodation.",36.0
maharashtra,nashik,zonkers adventure park, 9 km  from city center ,"zonkers adventure park is an ultimate fun adventure park situated in nashik. it offers a plethora of adventure activities and fun sports for both the adults and the kids. from the several games and activities available at the park, the most popular ones include artificial rock climbing, go karting, zip lining, rappelling etc.",9.0
maharashtra,nashik,saptashrungi ropeway, 38 out of 38  places to visit in Nashik ,"saptashrungi is a revered hindu pilgrimage site in nashik, maharashtra, that is situated on top of a hillock and a strenuous trek uphill is required to reach it. so the ropeway was installed here for the ease of the pilgrims and that has been a major hit ever since. the furnacular trolley started operating in july 2018 and has a total of 6 compartments that can accommodate 10 people each. the building is also facilitated with restrooms, eateries and waiting rooms for the convenience of the pilgrims and tourists.",38.0
andhra pradesh,tirupati,sri venkateswara temple, 1 km  from city center ,sri venkateshwara temple is the most revered and celebrated temple of the temple town of tirupati having tourists and pilgrims flooding in all year long.,1.0
andhra pradesh,tirupati,akasaganga teertham, 12 km  from city center ,"akasaganga teertham is a waterfall in tirupati, located at a distance of 3 km from the main temple. the waterfall has water flowing all throughout the year and holds immense religious significance.",12.0
andhra pradesh,tirupati,silathoranam, 11 km  from city center ,"one of the natural marvels that history left behind, the silathoranam, now, finds itself being an important landmark in archaeology and heritage. this is a natural rock formation, one of the only three of this kind in the world.",11.0
andhra pradesh,tirupati,swami pushkarini lake, 0 km  from city center ,"almost neighboring the sri venkateshwara temple, is swami pushkarini lake. according to the legends, the lake belonged to lord vishnu and was located in vaikuntham.",0.0
andhra pradesh,tirupati,city shopping, 1 km  from city center ,"while in tirupati one can shop for religious items such as idols, pendants, paintings and images. another popular item here are wooden replicas of lord tirumala, found in varied sizes.",1.0
andhra pradesh,tirupati,vedadri narasimha swamy temple, 362 km  from city center ,"this temple lies at a distance of 70 km from tirupati and was constructed by sir krishna deva raya. it holds great mythological importance and is believed to be the site where lord vishnu battled with rasksash somakadu, won and took over the vedas from him.",362.0
andhra pradesh,tirupati,sri padmavathi ammavari temple, 1 km  from city center ,"at a little distance from the main city area, one finds the sri padmavathi ammavari temple dedicated to goddess padmavathi. one of the many sacred structures of tirupati, this one is home to many legends and stories about the goddess.",1.0
andhra pradesh,tirupati,ttd gardens, 4 km  from city center ,"spreading over an area of 460 acres, the ttd gardens in tirupati are known for their ornately decorated and manicured flower gardens. alongside its lush green beauty, the garden also includes alwar tank, mangalabhavi and ananthapalligunta.",4.0
andhra pradesh,tirupati,chittoor, 57 km  from city center ,"at around 72 km away from tirupati, chittoor or chittur is a temple town and enshrines many deities. some of the famous temples include varasiddi vinayaka swamy temple, subramanya swamy temple, durgamma gudi and sai baba temple.",57.0
andhra pradesh,tirupati,sri venkateswara dhyana vignan mandiram, 56 km  from city center ,"established in the year 1980, the sri venkateswara dhyana vignan mandiram in tirupati is a museum that houses some of the most traditional articles that are used to perform puja.",56.0
andhra pradesh,tirupati,sri govindarajaswami temple, 0 km  from city center ,"sri govindarajaswami temple is a 12th century hindu vaishnavite shrine built by saint ramanujacharya and is one of the biggest temple complexes in the district. the presiding deity is lord vishnu, also called govindarajaswami. the beautiful traditional dravidian architecture and its rich culture attract tourists in quite a large number every year.",0.0
andhra pradesh,tirupati,sri varahaswami temple, 10 km  from city center ,"standing to the north of sri venkateswara temple is the sri varahaswami temple which according to a lot, is said to belong to sri adi varahaswami. various legends surround this temple.",10.0
andhra pradesh,tirupati,sri venugopalaswami temple, 24 km  from city center ,"a little away from the city of tirupati, this temple is devoted to lord venugopalan. with the highlights being an idol of sri sita ramula pattabhishekam, it's a must visit area, when in tirupati.",24.0
andhra pradesh,tirupati,nellore, 12 km  from city center ,"located 130km southwest of tirupati is the fascinating city of nellore. nellore is known for its pristine and clean beaches, the most notable ones being kodur(you can boat here and catch a fish if lucky! velangani maatha church lies next to the sea shore.",12.0
andhra pradesh,tirupati,iskcon tirupati, 2 km  from city center ,"located at the foothills of tirumala hills, iskcon tirupati is one of the most famous pilgrimages in the city. srila prabhupada, during his visit in 1974, suggested the teachings from bhagwad geeta be propagated by establishing a centre of vedic culture. iskcon tirupati was thus established in 1982 to revive the messages of lord krishna. it is believed to be the only way to bring about peace and harmony in the world.",2.0
andhra pradesh,tirupati,tumburu teertham, 8 km  from city center ,tumbhuru teertham is a sacred lake located amidst dense natural vegetation. the waters are believed to have magical powers and can absolve one's sins and help them attain moksha. the attraction is also famous for its natural beauty and is frequented by nature lovers for nature walks.,8.0
andhra pradesh,tirupati,deer park, 5 km  from city center ,"located amidst the beautiful natural surroundings, the deer park is a splendid escape from the routine for nature and animal lovers. the park houses a large number of deer and other regional flora and fauna. tourists on their way to tirumala often take a pit stop here and spend a few hours in the company of the deer, feed them and also watch them thrive in their natural habitat.",5.0
andhra pradesh,tirupati,kapila teertham, 2 km  from city center ,"a shaivite temple, kapila teertham is a famous pilgrimage in the city. the temple is located at the entrance of a mountain cave at the foothills of tirumala hills and is a marvellous example of dravidian architecture. the presiding deity is lord shiva who is locally known as lord kapileshwara. the idol of the deity was installed by kapila muni.",2.0
andhra pradesh,tirupati,talakona waterfall, 30 km  from city center ,"located in sri venkateswara national park, talakona waterfall is the highest waterfall in the region and a famous picnic spot. the water is believed to have medicinal properties and comes from an unknown underground stream. the attraction is also famous for trekking and has several trekking routes running around it amidst the scenic natural surroundings.",30.0
andhra pradesh,tirupati,rock garden, 11 km  from city center ,"also known as silathoranam, the rock garden in the city is a natural stone formation in the shape of an arch. it is a pre-cambrian natural formation and is the only such found on the continent. many believe that it is over this arch that lord venkateswara walked while he was on his way to tirumala from vaikunt. it is a protected monument and tourists visit in large numbers to see this natural formation.",11.0
andhra pradesh,tirupati,japali teertham, 12 km  from city center ,japali teertham is dedicated to lord hanuman and is situated amidst dense forests. it is believed that lord hanuman used to visit the location often to quiet his kind and soak in peace. it is also believed that lord rama and goddess sita stayed here. the water of the teertham is said to have magical powers and can wash away all the sins a human has made.,12.0
andhra pradesh,tirupati,papavinasam theertham, 3 km  from city center ,papavinasam teertham is a sacred attraction in the region. taking a dip in the holy waters of the teertham is considered to absolve one of their sins. the attraction also is famous for its scenic beauty. the route that leads to papavinasam teertham goes through uneven rocky trails amidst beautiful surroundings making it a perfect location for nature walks.,3.0
andhra pradesh,tirupati,chandragiri palace & fort, 13 km  from city center ,chandragiri palace & fort is an 11th century monument built by the yadav naidu kings and is also associated with the vijayanagara kingdom. the stunning structure is a perfect example of vijayanagara architecture. tourists are drawn by its rich history and heritage value. the attraction has fortnightly light and sound shows and the annual celebration of madras day.,13.0
andhra pradesh,tirupati,sri bedi ananjaneyaswami temple, 10 km  from city center ,sri bedi ananjaneyaswami temple is dedicated to lord hanuman. a legend states that lord hanuman wanted to go searching for a camel but his mother tied him with bedis and went back to akash ganga. many believe lord hanuman can be seen even today standing at that very location.,10.0
andhra pradesh,tirupati,chakra teertham waterfalls, 11 km  from city center ,chakra teertham waterfalls is a famous water body considered to have high religious importance. it is believed that lord brahma performed penance at this location which was later cleansed by lord vishnu with his sudarshan chakra. the place where his chakra fell is known as chakra teertham. the water is said to have healing powers and can absolve one of their sins.,11.0
andhra pradesh,tirupati,sri venkateswara national park, 6 km  from city center ,"sri venkateswara national park is a bioreserve that occupies over 350 square kilometres of the area on the eastern ghats of india. the park is well known for several waterfalls and a high level of biodiversity. it has fantastic topographical features and natural landscape, hence is a favourite attraction for nature and animal lovers.",6.0
andhra pradesh,tirupati,srivari museum, 10 km  from city center ,"sri vari museum is a famous attraction to get a glimpse into the religious history of the region. the museum has an impressive collection of artefacts that give insights into the ancient history and architecture of the temple that includes sculptures, photographs, scriptures, temple and pooja utensils, etc.",10.0
andhra pradesh,tirupati,sri veda nayaranaswami temple, 49 km  from city center ,"sri veda nayaranaswami temple is dedicated to the supreme god, lord vishnu. it is one of the few temples in the country that depict the incarnations of lord vishnu whose prime form, matsya or the fish is also depicted. this is the place where vishnu defeated demon somaka and took the form of a fish to retrieve the vedas thrown in the water by the demon.",49.0
andhra pradesh,tirupati,srivari padalu, 11 km  from city center ,"situated on top of narayangiri hill amidst beautiful scenery, srivari padalu is believed to be the place where lord narayan first set his foot on earth. it is an important pilgrimage and visitors flock in large numbers to offer prayers to the footprints of lord narayan.",11.0
andhra pradesh,tirupati,regional science centre, 3 km  from city center ,"regional science centre is a famous planetarium built with latest digital technology. they have a marvellous sky observation deck, galleries, parks and equipment of the highest quality. the centre also holds several demonstrations, exhibitions and shows in schools and institutes through their mobile science exhibition.",3.0
andhra pradesh,tirupati,kanipakam, 29 km  from city center ,"kanipakam is a village in the district most famous for the kanipakam vinayak temple, built in the 11th century by king mahavarman sundara pandian and for the shiva temple which was built by king kullotunga chola. the rich religious significance of the temples and the stunning ancient architecture attracts visitors in large numbers each year.",29.0
andhra pradesh,tirupati,vaikuntha teertham, 112 km  from city center ,"considered a sacred waterfall, vaikuntha teertham is associated with the legend of ramayana. it is believed that lord rama's vanarsena located the teertham. a dip in the holy waters is considered to bring luck, good fortune and absolve one of their sins.",112.0
andhra pradesh,tirupati,sri kalyana venkateswaraswami temple, 1 km  from city center ,"sri kalyana venkateswaraswami temple is an ancient vaishnavite temple, also considered an archaeologically important monument in india. the presiding deity is lord venkateswara, who is considered to be highly powerful and can absolve one of their sins, doshas and get rid of any obstacles they face in their lives.",1.0
andhra pradesh,tirupati,nagalapuram, 49 km  from city center ,"hidden like a jewel behind the lush green forests of andhra pradesh lies a serene and tranquil place named nagalapuram.  also known as nagala hills, it is famous for its various adventurous activities. nagalpuram is also known for housing the nagalpuram falls. a group of 3 waterfalls, it offers a great trekking opportunity and a stunning panoramic view.",49.0
andhra pradesh,tirupati,sri prasanna venkateswaraswami temple, 12 km  from city center ,"sri prasanna venkateswaraswami temple is an ancient shrine dedicated to lord venkateswara. the dravidian temple architecture, the magnificent idol of the presiding deity and the divine vibe attract visitors daily. it is a believed that offering prayers to the deity here relieves one of doshas or sins and removes obstacles one faces while achieving their goals.",12.0
andhra pradesh,tirupati,kapila theertham, 3 km  from city center ,"at a distance of 4 kms from the city centre, kapila theertham is a popular waterfalls situated inside the premises of kapileswara swamy temple at the base of sheshadari hills. the water cascading down of 100 metres to form a pool at the base is a gorgeously enchanting sight to see.",3.0
andhra pradesh,tirupati,highway grand world, 41 km  from city center ,"situated on chennai - thiruttani - renigunta hwy, veerakaverirajupuram near tirupati, highway grand world is a grand water park in tirupati. the water park also hosts private parties, weddings, work gatherings and school group trips.",41.0
andhra pradesh,tirupati,teppotsavam, 38 out of 40  places to visit in Tirupati ,"tirumala tirupati teppotsavam otherwise called as the float festival is one of the most popular boat festival held at the krishna temple at tirupati. falling every year in the month of chaitra (march) according to the hindu calendar, the celebrations are held on a grand scale for five days. amidst the chants hailing lord govinda, the teppotsavam is a spectacular display of culture, religion, tradition and devotion of devotees.",38.0
andhra pradesh,tirupati,brahmotsavam festival in tirupati, 39 out of 40  places to visit in Tirupati ,"the tirumala venkateswara temple, along with being the richest temple, is also the most visited place of worship in the world. built in the 8th century, this temple witnesses about 50,000-100,000 pilgrimage visits daily. during the brahmostav festival in september, the temple is visited by about a million devotees in the span of a week. the festival takes place over a span of nine days and is also termed brahma's utsavam or lord brahma's festival. in 2022, it will be held from 26th september to 5th october.",39.0
andhra pradesh,tirupati,kodandarama swamy temple, 1 km  from city center ,"the sri kodandarama swamy temple or kodandarama temple is a temple in the heart of tirupati, dedicated to lord rama. the varaha purana suggests that lord rama, sita devi and lakshmana stayed here when returning to ayodhya from lanka. built by the cholas in tenth century ce, this temple commemorates their stay here. while ugadi and ram navami are celebrated on a grander scale, brahmotsav is also celebrated here every year. there is a sub-shrine dedicated to anjaneya, the mount of lord rama.",1.0
madhya pradesh,ujjain,mahakaleshwar temple, 2 km  from city center ,mahakaleshwar temple is another temple in the state of madhya pradesh which is dedicated to the largely revered god - lord shiva. it is one of the 12 jyotirlingas in india and is designed just as intricately as the other 11 are.,2.0
madhya pradesh,ujjain,kal bhairava temple, 5 km  from city center ,"bhairav is a fierce manifestation of lord shiva, and kal bhairava is the most important among the eight bhairavas. if ancient scriptures are to be believed, kal bhairav temple is said to be related with the tantra cult, a secret religious sect who thrived upon black magic.",5.0
madhya pradesh,ujjain,ram mandir ghat, 2 km  from city center ,ram mandir ghat is of immense religious significance to hindus because it is one of the four locations where the kumbh mela takes place every 12 years.,2.0
madhya pradesh,ujjain,kumbh mela, 3 km  from city center ,"the kumbh mela is a sacred mass pilgrimage of the hindus where devotees gather to take a dip in a holy river. the kumbh is held every three years in one of the four cities, haridwar, allahabad, nasik and ujjain. the next kumbh mela is scheduled to be held in ujjain in 2016.",3.0
madhya pradesh,ujjain,harsiddhi temple, 2 km  from city center ,the harsiddhi temple boasts of an idol of annapurna painted in dark red colour between the idols of mahasaraswati and mahalaxmi.,2.0
madhya pradesh,ujjain,kaliadeh palace, 8 km  from city center ,"situated on an island based in the shipra river, this palace holds immense religious significance. it was constructed in 1458 ad. the palace is flanked on both sides by the waters of the rivers and the technical aptitude of the predecessors can be seen in the man-made tanks and channels.",8.0
madhya pradesh,ujjain,iskcon ujjain temple, 2 km  from city center ,"the beauty of the majestic white marble building of iskcon in ujjain is truly a sight for sore eyes. the impeccably sculpted marble idols of radha madhana mohan, sri krishna and balram and sri gauri nitai dressed in vibrantly coloured dresses and beautiful jewellery will definitely lift your spirits. be sure to try some mouth-watering dishes at govindas, right next to iskcon.",2.0
madhya pradesh,ujjain,pir matsyendranath, 5 km  from city center ,"unlike the other architectural marvels in ujjain and mp as a whole, pir matsyendranath is not a monument that is going to be eye-catchy. it was constructed in remembrance of the greatest leaders of the natha sect of saivism-matsyendranath, very much like all the other monuments.",5.0
madhya pradesh,ujjain,jantar mantar, 2 km  from city center ,"ujjain has always been an educational hub since ages now, and this place just gives us enough evidence as to why it is considered so. jantar mantar (also called the vedh shala observatory) was established in the 17th century was established so as to help the hindu scholars and astrologers with their research and studies.",2.0
madhya pradesh,ujjain,bade ganeshji ka mandir, 2 km  from city center ,"as the name suggests, the bade ganeshji ka mandir is a magnificent temple in ujjain that houses one of the biggest idols of lord ganesh. resting along the mahakaleshwar reservoir, this temple is just a stone's throw away from the infamous mahakal temple. while you're here, you can also seek the blessings of lord hanuman at the panchmukhi hanuman gate.",2.0
madhya pradesh,ujjain,bhartrihari caves, 3 km  from city center ,"legend has it that this is the very place where bhartrihari, the step brother of vikramaditya and a very renowned poet used to live and meditate after relinquishing all the luxuries of life.",3.0
madhya pradesh,ujjain,chaubis khamba temple, 26 km  from city center ,chaubis khamba temple is a captivating historical wonder dated back to the 9th or 10th century. the entrance showcases the images of guardian goddesses of the temple - mahalaya and mahamaya with their names inscribed on the footsteps of the temple.,26.0
madhya pradesh,ujjain,chintaman ganesh temple, 6 km  from city center ,chintaman or bade ganeshji ka mandir is located close to the tank of the mahakaleshwar temple and right in front of you stands a gigantic sculpture of one of the most worshipped gods in india - lord ganesha.,6.0
madhya pradesh,ujjain,ram mandir, 3 km  from city center ,ram mandir as the name suggests is dedicated to lord rama who is seen here with his wife sita on one side and his brother laxman on another. ram mandir is the epitome of excellence in the field of architecture.,3.0
madhya pradesh,ujjain,mangalnath temple, 5 km  from city center ,"blessed upon goddess earth by lord shiva himself, the mangalnath temple in ujjain holds boundless religious significance. considered as the birth place of planet mars, this mystical temple is visited by hundreds of devotees daily to get rid of dark energies and stubborn life problems. you can also seek the blessings of mahadeva here, the guardian deity of the city.",5.0
madhya pradesh,ujjain,vikram university and park, 3 km  from city center ,"a noteworthy institute of ujjain is the vikram university, a popular centre of learning in the city. the university, located on dewas road, was established in the year 1957.",3.0
madhya pradesh,ujjain,sandipani ashram, 4 km  from city center ,"being the very spot where guru sandipani coached lord krishna, balram and sudama, the sandipani ashram has many mentions in mahabharat. the ashram houses a giant stone with 1-100 inscribed on it, as first written by guru sandipani. be sure to check out the mystical gomati kunda, which holds a blend of all the holy waters in the world.",4.0
madhya pradesh,ujjain,gadkalika temple, 4 km  from city center ,"the gadkalika temple in ujjain holds tremendous religious significance, especially among students. staring into the glory of the immaculately sculpted idol of goddess kalika is an absolute divine experience, just like attending the soul cleansing morning and evening aarti.",4.0
madhya pradesh,ujjain,gopal mandir, 2 km  from city center ,"a majestic marble towered structure at the centre of the market square, the gopal mandir in ujjain is famous for the beautiful krishna idol it houses. the idol is a whopping 2 feet tall, rests on a silver-plated altar and is entirely cloaked in silver and gold jewellery. also, the infamous door stolen by ghazni from the somnath temple has now been installed here.",2.0
madhya pradesh,ujjain,vikram kirti mandir museum, 2 km  from city center ,"built in commemoration of the beloved king vikramaditya, the vikram kirti mandir museum does a great deal in glorifying and exalting the maurya age. built in 1965, this museum houses everything- right from ancient manuscripts and coins to copper plates and fossils discovered in the narmada valley. you can pay your respects at the vikram kirti mandir where the museum is situated.",2.0
madhya pradesh,ujjain,kalidasa academy, 2 km  from city center ,"spanning over a whopping 3374 hectares, the kalidasa academy in ujjain has helped hundreds of students get in touch with the world's first language- sanskrit. right from translating ancient sanskrit scripts to the authentic reconstruction and production of kalidasa's poems, this academy does it all. many fun-filled and vivacious festivals are celebrated here like kalidasa festival, nandi and the kalash-yatra.",2.0
madhya pradesh,ujjain,shani mandir, 0 km  from city center ,"standing strong for over 2000 years, the shani mandir in ujjain is india's first navgraha mandir and the only shani temple in the world where shanidev has been idolised as lord shiva. amavasya nights are given special importance at the temple with thousands of devotees offer more than 5 quintals of oil to the lord.",0.0
madhya pradesh,ujjain,gomti kund, 4 km  from city center ,"resting amidst the peaceful environs of sandipani ashram, the gomti kund is a steep pond that holds a blend of all holy waters of the world. they say lord krishna summoned all the holy waters and created the gomti kund so that his guru, sandipani, wouldn't have to travel to them. till date, this is the single source of water supply for the entire ashram.",4.0
madhya pradesh,ujjain,wwf water park and resort, 15 km  from city center ,"situated on the indore ujjain road panthpiplai in ujjain, wwf water park and resort is one of the finest water parks in the city with umpteen water and regular rides, separate pools for kids and adults, fun activities and games. the resort offers several deals for night stays and accommodation for an extended day of fun and amusement.",15.0
madhya pradesh,ujjain,meghdoot resort water park and club, 7 km  from city center ,"meghdoot resort water park and club is known to host some of the best pool side parties, weddings and private functions. the water park is flocked by guests all through the season for a fun day out. besides the umpteen rides, slides and activities, the water park has different pools for kids and adults.",7.0
madhya pradesh,ujjain,birla mandir, 48 km  from city center ,"located in the industrial area in nagda near ujjain, birla mandir is a revered hindu temple dedicated to lord vishnu. it is one of the several birla mandir built by the birls family all across the country. boasting of impeccable architecture and beautiful designs, the temple is further surrounded by a gorgeous garden and beautiful fountains that further accentuate the vibe of the place.",48.0
uttarakhand,jim corbett national park,jungle safari, 16 km  from city center ,"to enjoy bird watching and sights of wild animals, especially tigers, wandering in the wild, the jungle safaris offer jeep rides through the terrain.",16.0
uttarakhand,jim corbett national park,corbett waterfall, 0 km  from city center ,"this 66 ft. high waterfall is a sight to witness, especially on full-moon nights. nature lovers often camp and come on a picnic near this falls.",0.0
uttarakhand,jim corbett national park,river rafting, 89 km  from city center ,"river rafting in the kosi river at corbett national park is one of the popular activities. offering class ii & iii rapids, it can be done only during the monsoons.",89.0
uttarakhand,jim corbett national park,dhikala, 11 km  from city center ,"the dhikala forest lodge is the most popular tourist attraction at jim corbett national park. it is famous for spotting the bengal tiger, spotted deers, dhikala chaur and the rare hog deer. dhikala is the only tourism zone where canter safari is available.",11.0
uttarakhand,jim corbett national park,birjani, 32 km  from city center ,"bijrani is the best zone after dhikala to spot the royal bengal tiger. characterised by sal trees, animals like chital, sambar and rare hog deer can also be spotted here. it is also popular among birdwatchers as it houses almost 600 species of rare and migratory birds.",32.0
uttarakhand,jim corbett national park,jhirna, 10 km  from city center ,"jhirna safari zone in corbett national park is one of the five tourism zones open to the public. it is popular for tiger and sloth bear sightings. characterised by dry deciduous forest, animals like deer, nilgai, chital and elephants can also be spotted here.",10.0
